Wavelengths,y
591.0,33150.0
592.0,33750.0
593.0,34200.0
594.0,34500.0
595.0,34800.0
596.0,35100.0
597.0,35250.0
598.0,35250.0
599.0,35400.0
600.0,35400.0
601.0,35550.0
602.0,35550.0
603.0,35700.0
604.0,35850.0
605.0,36000.0
606.0,36300.0
607.0,36750.0
608.0,37200.0
609.0,37800.0
610.0,38700.0
611.0,39600.0
612.0,40800.0
613.0,42150.00000000001
614.0,43650.0
615.0,45300.0
616.0,47250.0
617.0,49500.0
618.0,51899.99999999999
619.0,54600.0
620.0,57450.0
621.0,60600.00000000001
622.0,64050.0
623.0,67800.0
624.0,71700.0
625.0,76050.0
626.0,80400.0
627.0,85049.99999999999
628.0,89850.0
629.0,94800.0
630.0,99900.0
631.0,105150.0
632.0,110400.0
633.0,115650.0
634.0,120750.0
635.0,125700.0
636.0,130500.0
637.0,134850.0
638.0,138750.0
639.0,142200.0
640.0,145200.0
641.0,147450.0
642.0,149100.0
643.0,150000.0
644.0,150000.0
645.0,149100.0
646.0,147450.0
647.0,145050.0
648.0,141900.0
649.0,138000.0
650.0,133500.0
651.0,128400.0
652.0,122850.0
653.0,117000.0
654.0,110700.0
655.0,104250.0
656.0,97800.0
657.0,91350.0
658.0,84899.99999999999
659.0,78750.0
660.0,72600.0
661.0,66900.0
662.0,61199.99999999999
663.0,55950.0
664.0,51000.00000000001
665.0,46350.0
666.0,42000.00000000001
667.0,38100.0
668.0,34350.0
669.0,30900.0
670.0,27900.0
671.0,25050.0
672.0,22500.0
673.0,20250.0
674.0,18150.0
675.0,16200.0
676.0,14400.0
677.0,12899.999999999998
678.0,11550.0
679.0,10350.0
680.0,9300.0
681.0,8250.0
682.0,7350.0
683.0,6600.0
684.0,5850.0
685.0,5250.000000000001
686.0,4650.0
687.0,4200.0
688.0,3750.0
689.0,3450.0
690.0,3000.0
691.0,2700.0
692.0,2550.0
693.0,2250.0
694.0,2100.0
695.0,1800.0
696.0,1650.0
697.0,1500.0
698.0,1350.0
699.0,1350.0
700.0,1200.0
701.0,1050.0
702.0,900.0
703.0,900.0
704.0,900.0
705.0,750.0
706.0,750.0
707.0,600.0
708.0,600.0
709.0,600.0
710.0,600.0
711.0,600.0
712.0,600.0
713.0,450.0
714.0,450.0
715.0,450.0
716.0,450.0
717.0,450.0
718.0,450.0
719.0,450.0
720.0,450.0
721.0,450.0
722.0,450.0
723.0,450.0
724.0,300.0
725.0,300.0
726.0,450.0
727.0,450.0
728.0,300.0
729.0,300.0
730.0,300.0
731.0,300.0
732.0,300.0
733.0,300.0
734.0,300.0
735.0,300.0
736.0,300.0
737.0,300.0
738.0,300.0
739.0,300.0
740.0,450.0
741.0,450.0
742.0,450.0
743.0,300.0
744.0,300.0
745.0,300.0
746.0,300.0
747.0,300.0
748.0,300.0
749.0,300.0
750.0,300.0
751.0,300.0
752.0,300.0
753.0,300.0
754.0,300.0
755.0,300.0
756.0,300.0
757.0,300.0
758.0,300.0
759.0,300.0
760.0,300.0
761.0,300.0
762.0,300.0
763.0,300.0
764.0,300.0
765.0,300.0
766.0,300.0
767.0,300.0
768.0,300.0
769.0,300.0
770.0,300.0
771.0,300.0
772.0,300.0
773.0,300.0
774.0,300.0
775.0,300.0
776.0,300.0
777.0,300.0
778.0,300.0
779.0,300.0
780.0,300.0
781.0,300.0
782.0,300.0
783.0,300.0
784.0,300.0
785.0,300.0
786.0,300.0
787.0,300.0
788.0,300.0
789.0,300.0
790.0,150.0
791.0,150.0
792.0,150.0
793.0,150.0
794.0,300.0
795.0,150.0
796.0,150.0
797.0,150.0
798.0,150.0
799.0,300.0
800.0,300.00000000000006
801.0,0.0
802.0,0.0
803.0,0.0
804.0,0.0
805.0,0.0
806.0,0.0
807.0,0.0
808.0,0.0
809.0,0.0
810.0,0.0
811.0,0.0
812.0,0.0
813.0,0.0
814.0,0.0
815.0,0.0
816.0,0.0
817.0,0.0
818.0,0.0
819.0,0.0
820.0,0.0
821.0,0.0
822.0,0.0
823.0,0.0
824.0,0.0
825.0,0.0
826.0,0.0
827.0,0.0
828.0,0.0
829.0,0.0
830.0,0.0
831.0,0.0
832.0,0.0
833.0,0.0
834.0,0.0
835.0,0.0
836.0,0.0
837.0,0.0
838.0,0.0
839.0,0.0
840.0,0.0
841.0,0.0
842.0,0.0
843.0,0.0
844.0,0.0
845.0,0.0
846.0,0.0
847.0,0.0
848.0,0.0
849.0,0.0
850.0,0.0
851.0,0.0
852.0,0.0
853.0,0.0
854.0,0.0
855.0,0.0
856.0,0.0
857.0,0.0
858.0,0.0
859.0,0.0
860.0,0.0
861.0,0.0
862.0,0.0
863.0,0.0
864.0,0.0
865.0,0.0
866.0,0.0
867.0,0.0
868.0,0.0
869.0,0.0
870.0,0.0
871.0,0.0
872.0,0.0
873.0,0.0
874.0,0.0
875.0,0.0
876.0,0.0
877.0,0.0
878.0,0.0
879.0,0.0
880.0,0.0
881.0,0.0
882.0,0.0
883.0,0.0
884.0,0.0
885.0,0.0
886.0,0.0
887.0,0.0
888.0,0.0
889.0,0.0
890.0,0.0
891.0,0.0
892.0,0.0
893.0,0.0
894.0,0.0
895.0,0.0
896.0,0.0
897.0,0.0
898.0,0.0
899.0,0.0
900.0,0.0
901.0,0.0
902.0,0.0
903.0,0.0
904.0,0.0
905.0,0.0
906.0,0.0
907.0,0.0
908.0,0.0
909.0,0.0
910.0,0.0
911.0,0.0
912.0,0.0
913.0,0.0
914.0,0.0
915.0,0.0
916.0,0.0
917.0,0.0
918.0,0.0
919.0,0.0
920.0,0.0
921.0,0.0
922.0,0.0
923.0,0.0
924.0,0.0
925.0,0.0
926.0,0.0
927.0,0.0
928.0,0.0
929.0,0.0
930.0,0.0
931.0,0.0
932.0,0.0
933.0,0.0
934.0,0.0
935.0,0.0
936.0,0.0
937.0,0.0
938.0,0.0
939.0,0.0
940.0,0.0
941.0,0.0
942.0,0.0
943.0,0.0
944.0,0.0
945.0,0.0
946.0,0.0
947.0,0.0
948.0,0.0
949.0,0.0
950.0,0.0
951.0,0.0
952.0,0.0
953.0,0.0
954.0,0.0
955.0,0.0
956.0,0.0
957.0,0.0
958.0,0.0
959.0,0.0
960.0,0.0
961.0,0.0
962.0,0.0
963.0,0.0
964.0,0.0
965.0,0.0
966.0,0.0
967.0,0.0
968.0,0.0
969.0,0.0
970.0,0.0
971.0,0.0
972.0,0.0
973.0,0.0
974.0,0.0
975.0,0.0
976.0,0.0
977.0,0.0
978.0,0.0
979.0,0.0
980.0,0.0
981.0,0.0
982.0,0.0
983.0,0.0
984.0,0.0
985.0,0.0
986.0,0.0
987.0,0.0
988.0,0.0
989.0,0.0
990.0,0.0
991.0,0.0
992.0,0.0
993.0,0.0
994.0,0.0
995.0,0.0
996.0,0.0
997.0,0.0
998.0,0.0
999.0,0.0
1000.0,0.0
